mileage,make,model,fuel,gear,offerType,price,hp,year
81000,57,661,6,1,4,4950,71.0,2014
80200,47,408,6,1,4,4960,60.0,2014
223641,48,503,6,1,4,4980,86.0,2014
56000,53,119,6,1,4,4980,68.0,2014
82000,46,602,6,1,4,4990,75.0,2014
130000,20,284,6,1,4,4990,65.0,2014
48000,57,661,6,2,4,4999,61.0,2014
98000,20,284,6,1,4,4999,60.0,2014
69236,54,671,6,1,4,5000,60.0,2014
103000,20,284,6,1,4,5100,60.0,2014
182000,20,286,1,1,4,5150,105.0,2014
86000,46,602,6,1,4,5200,71.0,2014
32500,57,661,6,0,4,5200,71.0,2014
135000,46,652,2,0,4,4880,58.0,2015
89900,22,662,6,1,4,4890,67.0,2015
77000,53,119,6,1,4,4900,68.0,2015
133500,46,602,6,1,4,4950,90.0,2015
66500,54,671,6,1,4,4990,60.0,2015
148500,47,348,6,1,4,4990,69.0,2015
149880,46,405,1,1,4,4998,110.0,2015
70000,19,339,6,1,4,4999,69.0,2015
93460,41,236,1,1,4,5000,95.0,2015
165007,57,660,6,1,4,5007,71.0,2015
70000,19,467,6,1,4,5100,69.0,2015
71000,46,405,6,1,4,5190,132.0,2015
65000,20,366,6,1,4,5200,69.0,2015
82999,22,662,6,1,4,5299,67.0,2015
69800,46,602,6,1,4,5300,71.0,2015
46155,47,408,6,1,4,5390,60.0,2015
43346,55,639,1,0,4,25590,190.0,2016
18250,37,531,6,0,4,27900,245.0,2016
140000,37,140,6,0,4,27999,245.0,2016
100000,37,302,1,0,4,29499,170.0,2016
160000,5,635,4,0,4,29799,313.0,2016
87900,4,89,1,0,4,31970,320.0,2016
55000,5,635,1,0,4,34499,231.0,2016
70000,37,304,4,0,4,35999,320.0,2016
69900,51,195,6,1,4,5990,68.0,2016
78000,41,236,6,1,4,6899,90.0,2016
64002,46,652,2,0,4,7770,88.0,2016
58350,46,204,6,1,4,7799,73.0,2016
44000,20,284,6,1,4,8000,82.0,2016
42845,54,671,6,1,4,8480,75.0,2016
95170,46,204,6,1,4,8670,90.0,2016
57968,20,286,6,1,4,9450,125.0,2016
49565,54,671,6,1,4,6690,60.0,2017
158000,20,286,1,1,4,7590,120.0,2017
29976,41,236,6,1,4,8473,69.0,2017
12085,20,366,6,1,4,9440,86.0,2017
29490,41,96,6,1,4,9890,69.0,2017
49891,48,283,6,1,4,9900,75.0,2017
27780,46,204,6,1,4,10250,90.0,2017
13375,41,236,6,1,4,11800,90.0,2017
54550,53,648,4,0,4,11980,101.0,2017
39403,20,286,6,1,4,12119,125.0,2017
134000,20,415,6,1,4,12499,160.0,2017
16800,41,96,6,1,4,12500,101.0,2017
32568,41,110,6,1,4,12521,105.0,2017
54900,48,283,6,0,4,13333,110.0,2017
45907,55,640,1,0,4,36669,235.0,2018
91500,5,61,1,0,4,36830,265.0,2018
44574,5,63,1,0,4,36950,320.0,2018
58871,55,640,1,0,4,37119,235.0,2018
62246,55,640,1,0,4,37119,235.0,2018
13700,54,580,1,0,4,32900,150.0,2019
27000,48,555,1,0,0,32950,190.0,2019
4011,54,580,6,0,4,33849,190.0,2019
23087,54,326,6,0,4,33890,300.0,2019
15600,5,32,1,0,4,33900,190.0,2019
11370,54,580,1,0,4,33989,150.0,2019
15000,43,55,1,0,4,34980,179.0,2019
45375,55,617,1,0,4,35779,190.0,2019
12860,20,490,1,0,4,35850,213.0,2019
32654,55,638,1,0,4,35889,190.0,2019
42800,5,59,1,0,4,35900,231.0,2019
30700,5,47,6,0,4,36690,326.0,2019
24200,4,473,1,0,4,37480,190.0,2019
6400,22,536,6,0,4,37490,185.0,2019
9280,53,235,4,0,1,24680,122.0,2020
21000,20,380,1,0,4,24770,150.0,2020
20,53,235,4,0,3,24790,122.0,2020
800,36,401,6,1,0,24800,132.0,2020
12486,36,180,4,1,1,24880,179.0,2020
4038,36,180,4,1,1,24890,122.0,2020
4837,20,286,6,0,1,24980,150.0,2020
50,20,466,6,1,3,24990,125.0,2020
1500,53,144,4,0,0,25190,184.0,2020
30155,27,208,6,0,4,25490,170.0,2020
9537,20,286,6,0,4,25630,150.0,2020
3868,54,559,6,1,1,25749,150.0,2020
9984,22,665,1,1,0,25880,136.0,2020
50,22,353,4,0,3,25880,105.0,2020
20,36,24,6,1,3,26480,179.0,2020
11600,36,69,6,1,1,26850,165.0,2020
22781,41,352,6,0,4,26890,165.0,2020
2,22,353,4,0,3,26890,105.0,2020
13950,32,605,4,0,4,26950,184.0,2020
25187,20,415,1,0,4,27119,190.0,2020
196000,54,324,6,1,4,4900,105.0,2011
173810,36,48,1,1,4,4900,116.0,2011
79704,19,445,6,1,4,4950,69.0,2011
32500,40,407,6,1,4,4950,80.0,2011
108500,20,284,6,1,4,4950,82.0,2011
195000,20,286,1,1,4,4950,116.0,2011
75650,20,284,6,1,4,4950,60.0,2011
81581,39,206,6,1,4,4950,95.0,2011
145800,43,485,6,1,4,4980,156.0,2011
188500,54,320,6,1,4,4990,105.0,2011
122900,40,407,6,1,4,4990,80.0,2011
74558,46,628,6,1,4,4990,101.0,2011
119749,22,665,6,1,4,4990,109.0,2011
112000,46,538,6,1,4,4990,131.0,2011
92000,41,236,6,1,4,4999,69.0,2011
55400,57,661,6,0,4,4999,71.0,2011
57750,41,236,6,1,4,4999,87.0,2011
127100,22,665,1,1,4,5000,90.0,2011
89776,20,284,6,1,4,5000,97.0,2011
94964,54,671,6,1,4,4990,75.0,2012
158790,41,653,1,1,4,4990,125.0,2012
57250,48,201,6,1,4,4990,75.0,2012
32000,20,292,6,1,4,4999,80.0,2012
184600,41,110,1,1,4,4999,95.0,2012
60000,19,445,6,1,4,4999,69.0,2012
138400,48,503,6,1,4,4999,86.0,2012
208000,20,415,1,1,4,4999,140.0,2012
162000,54,454,6,1,4,5000,69.0,2012
142347,41,236,6,1,4,5100,101.0,2012
89050,48,283,6,1,4,5100,86.0,2012
108723,11,131,1,1,4,5200,75.0,2012
41000,15,535,6,1,4,5200,84.0,2012
150000,22,665,6,1,4,5200,109.0,2012
123000,47,388,6,1,4,5250,105.0,2012
134500,54,454,1,1,4,5349,90.0,2012
62600,40,407,6,1,4,5350,80.0,2012
93200,40,407,6,1,4,5390,80.0,2012
164000,19,51,6,1,4,6490,69.0,2013
117800,41,110,1,1,4,6499,110.0,2013
36040,40,407,6,1,4,6500,80.0,2013
156500,36,24,6,1,4,6500,105.0,2013
151935,54,671,6,1,4,6500,68.0,2013
172710,34,433,6,1,4,6590,98.0,2013
90400,40,419,1,1,4,6590,90.0,2013
75000,19,51,6,1,4,6599,86.0,2013
57338,48,201,6,0,4,6600,75.0,2013
109000,20,286,6,1,4,6600,101.0,2013
212350,54,320,1,1,4,6600,105.0,2013
97950,54,454,6,1,4,6680,90.0,2013
137200,20,327,6,1,4,6750,125.0,2013
95760,48,283,1,1,4,6770,105.0,2013
127000,54,324,6,1,4,6790,86.0,2013
74000,41,96,6,1,4,6799,101.0,2013
139840,20,286,6,1,4,6799,125.0,2013
109000,54,454,6,1,4,6800,69.0,2013
94000,46,204,6,1,4,6800,90.0,2013
16253,46,602,6,1,4,6500,75.0,2014
67500,41,236,6,1,4,6500,87.0,2014
60000,46,602,6,1,4,6575,71.0,2014
97500,47,348,6,1,4,6600,105.0,2014
185000,54,454,1,1,4,6690,105.0,2014
109000,48,503,6,1,4,6690,86.0,2014
45000,41,236,6,1,4,6750,90.0,2014
99700,46,538,6,1,4,6780,132.0,2014
120000,41,96,6,1,4,6799,69.0,2014
135000,41,110,1,1,4,6800,131.0,2014
54000,41,236,6,1,4,6840,87.0,2014
139900,41,110,1,1,4,6850,136.0,2014
93000,47,348,6,1,4,6890,86.0,2014
65000,46,602,6,1,4,6890,90.0,2014
183429,47,388,1,0,4,6900,105.0,2014
142824,54,454,1,1,4,6950,75.0,2014
97000,41,406,1,1,4,6950,136.0,2014
71100,46,652,2,0,4,6975,88.0,2014
72000,28,495,6,1,4,6990,109.0,2014
75581,40,429,6,1,4,6990,80.0,2014
70000,15,535,6,1,4,6999,90.0,2015
50649,57,661,6,1,4,7000,71.0,2015
128000,43,446,1,1,4,7000,75.0,2015
15000,46,602,6,1,4,7000,71.0,2015
60200,41,96,6,1,4,7200,69.0,2015
30690,48,201,6,1,4,7295,60.0,2015
209500,47,388,1,1,4,7399,110.0,2015
64000,41,236,1,0,4,7400,95.0,2015
97000,57,661,6,0,4,7480,71.0,2015
100000,48,492,1,1,4,7490,90.0,2015
35585,41,236,6,1,4,7490,90.0,2015
78132,47,348,6,1,4,7490,86.0,2015
35000,47,408,6,1,4,7490,60.0,2015
65195,54,671,6,1,4,7490,75.0,2015
70000,40,429,1,1,4,7500,90.0,2015
200844,54,320,1,0,4,7500,110.0,2015
33000,54,671,6,1,4,7500,60.0,2015
45935,28,452,6,1,4,7790,86.0,2015
34900,51,195,6,1,4,6600,68.0,2016
82990,41,236,6,1,4,6650,69.0,2016
80261,54,454,6,1,4,6666,60.0,2016
185000,54,454,1,1,4,6690,75.0,2016
70488,41,372,6,1,4,6783,75.0,2016
49000,47,408,6,1,4,6790,60.0,2016
54500,46,204,6,1,4,6800,73.0,2016
75000,20,284,6,1,4,6800,60.0,2016
40950,48,201,6,1,4,6800,60.0,2016
51850,28,452,6,1,4,6800,65.0,2016
50000,19,445,6,1,4,6850,69.0,2016
50000,19,426,6,1,4,6850,69.0,2016
49968,47,408,6,1,4,6870,60.0,2016
27079,54,671,6,1,4,6880,60.0,2016
41503,54,671,6,1,4,6880,60.0,2016
35858,11,147,6,1,4,6885,69.0,2016
10200,54,671,6,1,4,6900,60.0,2016
64987,47,408,6,1,4,6900,75.0,2016
67500,53,648,6,1,4,6900,69.0,2016
32753,48,201,6,1,4,6900,60.0,2016
99971,5,17,1,0,4,15200,116.0,2017
1050,15,254,6,1,3,15468,116.0,2017
108973,48,431,1,0,4,15499,150.0,2017
118340,20,380,1,1,4,15890,179.0,2017
62151,5,3,1,0,4,15899,116.0,2017
50500,41,340,6,1,4,15900,131.0,2017
178300,54,130,1,1,4,15990,150.0,2017
73571,5,4,1,1,4,15999,150.0,2017
116760,20,380,1,1,4,16390,150.0,2017
51500,48,431,6,1,4,16990,150.0,2017
135200,54,450,1,0,4,17429,150.0,2017
62831,37,164,1,1,4,17500,109.0,2017
1050,46,370,1,1,3,17850,90.0,2017
24500,4,470,6,1,4,17890,150.0,2017
77000,48,555,1,0,4,17990,150.0,2017
119700,5,18,1,0,4,17990,150.0,2017
56700,54,320,1,0,4,17999,116.0,2017
72300,36,181,1,1,4,19890,175.0,2017
43215,5,4,1,0,4,20999,150.0,2017
53500,20,415,1,1,4,21390,179.0,2017
97100,4,85,1,0,4,16880,116.0,2018
59121,5,4,1,0,4,16999,150.0,2018
123500,48,373,1,1,4,17498,116.0,2018
45725,5,4,1,1,4,17499,150.0,2018
42851,5,4,6,1,4,17999,136.0,2018
99757,5,5,1,0,4,17999,190.0,2018
58151,5,4,6,1,4,18499,136.0,2018
14500,54,559,6,1,4,18889,116.0,2018
54521,5,5,6,1,4,18999,184.0,2018
47650,20,286,6,1,4,19750,250.0,2018
61400,54,450,1,0,4,19889,150.0,2018
7640,54,320,6,0,4,20980,125.0,2018
72844,27,208,1,0,4,20990,140.0,2018
95620,20,415,1,0,4,21460,211.0,2018
37250,36,181,1,1,4,21980,150.0,2018
1340,54,325,6,0,4,21980,150.0,2018
12571,5,4,6,0,4,21999,136.0,2018
97000,5,32,1,0,4,22990,190.0,2018
74521,5,32,1,0,4,24899,190.0,2018
185,48,373,1,0,0,34780,150.0,2019
17423,47,578,1,0,0,35280,190.0,2019
6000,48,373,1,0,0,35770,150.0,2019
7486,37,136,6,1,4,36880,156.0,2019
34500,41,236,6,1,4,10400,101.0,2019
5000,41,236,6,1,4,12990,90.0,2019
5500,41,236,6,1,4,12990,90.0,2019
13400,41,236,6,1,4,12990,101.0,2019
9000,41,236,6,1,4,13290,90.0,2019
16887,48,283,6,1,4,13490,95.0,2019
4500,41,236,6,1,4,13490,90.0,2019
14700,41,236,6,1,4,13900,150.0,2019
5500,20,284,6,1,4,13990,86.0,2019
30000,47,348,6,1,4,13990,95.0,2019
10,48,283,6,1,3,14590,60.0,2020
10,48,283,6,1,3,14680,95.0,2020
3013,48,283,6,1,0,14780,95.0,2020
10,48,283,6,1,3,14780,95.0,2020
10,48,283,6,1,3,14880,95.0,2020
10,48,283,6,1,3,14980,95.0,2020
7503,48,283,6,1,4,14980,95.0,2020
15,48,283,6,1,0,14980,95.0,2020
10,48,283,6,1,3,14990,95.0,2020
10,48,283,6,1,3,15380,95.0,2020
16391,20,284,6,1,4,15496,95.0,2020
10,48,283,6,1,3,15580,95.0,2020
10,47,348,6,0,0,24890,110.0,2021
10,48,369,6,0,3,25480,110.0,2021
1555,54,571,1,1,4,25580,90.0,2021
10,48,431,6,1,3,25880,110.0,2021
10,48,431,6,1,3,26790,110.0,2021
500,48,431,6,1,0,26790,110.0,2021
10,48,431,6,1,3,27480,150.0,2021
10,48,369,6,0,3,27880,110.0,2021
20,22,665,4,1,3,27990,159.0,2021
25,22,665,4,0,3,27990,160.0,2021
20,36,24,6,1,3,28340,186.0,2021
4000,48,537,6,0,0,28480,150.0,2021
50,47,111,6,0,4,28960,150.0,2021
50,47,111,6,0,3,28960,150.0,2021
150,22,377,4,0,0,28990,141.0,2021
10,48,431,6,1,3,29480,150.0,2021
8,47,111,6,0,4,29990,150.0,2021
161000,54,454,6,1,4,4200,69.0,2011
89000,57,661,6,2,4,4300,71.0,2011
121819,20,284,6,1,4,4300,82.0,2011
203973,22,665,1,1,4,4300,116.0,2011
50000,22,662,6,1,4,4300,67.0,2011
102550,47,348,1,1,4,4350,90.0,2011
143000,30,398,6,1,4,4400,95.0,2011
101000,19,135,6,1,4,4450,140.0,2011
81000,57,661,6,0,4,4485,71.0,2011
209000,54,324,1,1,4,4490,105.0,2011
75000,41,236,6,1,4,4490,87.0,2011
120188,2,500,1,1,4,4499,120.0,2011
183000,54,454,1,1,4,4499,90.0,2011
163000,48,431,1,0,4,4499,105.0,2011
179000,47,100,6,1,4,4500,105.0,2011
191000,20,592,1,1,4,4500,86.0,2011
194000,22,342,1,1,4,4500,110.0,2011
127500,51,557,6,1,4,4500,94.0,2011
137482,22,669,1,1,4,4500,90.0,2011
44745,20,366,6,1,4,4800,69.0,2012
163178,48,283,1,1,4,4880,90.0,2012
14500,46,602,6,1,4,4890,75.0,2012
181000,43,15,1,1,4,4900,114.0,2012
172204,47,348,6,1,4,4900,69.0,2012
161000,22,618,6,1,4,4900,140.0,2012
87000,20,284,6,1,4,4980,82.0,2012
94000,11,149,6,1,4,4980,73.0,2012
191000,48,503,6,1,4,4980,86.0,2012
115585,46,204,6,1,4,4990,75.0,2012
122000,41,110,6,1,4,4990,87.0,2012
171000,48,431,6,1,4,5000,105.0,2012
97000,40,429,6,1,4,5000,88.0,2012
216800,9,441,1,0,4,5090,163.0,2012
69000,43,15,6,1,4,5100,95.0,2012
94000,57,661,6,0,4,5100,84.0,2012
181555,41,352,1,1,4,5250,194.0,2012
217800,4,85,1,1,4,5699,105.0,2013
38500,57,661,6,0,4,5850,71.0,2013
91000,41,96,6,1,4,5850,69.0,2013
73064,15,535,6,1,4,5900,90.0,2013
141200,22,665,6,1,4,5900,99.0,2013
78142,41,406,6,1,4,5900,101.0,2013
109000,41,96,6,1,4,5950,69.0,2013
81000,41,236,6,1,4,5950,69.0,2013
133400,43,29,1,0,4,5990,114.0,2013
139000,54,671,6,0,4,5990,60.0,2013
48120,51,550,6,1,4,5990,94.0,2013
46942,11,149,6,1,4,5990,73.0,2013
104000,20,286,6,1,4,5999,101.0,2013
50000,57,661,6,0,4,5999,71.0,2013
80000,57,661,6,0,4,5999,71.0,2013
59500,51,557,6,1,4,6100,94.0,2013
79000,28,495,6,1,4,5500,86.0,2014
29600,28,452,6,1,4,5555,86.0,2014
36500,22,662,6,1,4,5600,67.0,2014
81000,20,284,6,1,4,5650,60.0,2014
59000,57,661,6,0,4,5690,71.0,2014
39000,41,236,6,1,4,5700,69.0,2014
59877,22,662,6,1,4,5790,67.0,2014
47400,51,550,6,1,4,5790,68.0,2014
100000,41,236,6,1,4,5800,69.0,2014
177800,15,254,1,1,4,5800,75.0,2014
95500,41,236,6,1,4,5850,87.0,2014
77810,54,671,6,1,4,5900,60.0,2014
69900,19,469,6,1,4,5900,69.0,2014
49000,41,236,6,1,4,5950,69.0,2014
81150,20,284,6,1,4,5980,60.0,2014
80000,57,661,6,0,4,5980,71.0,2014
97384,41,236,6,1,4,5980,87.0,2014
151295,47,348,1,1,4,5990,105.0,2014
65000,57,661,6,0,4,5990,71.0,2014
89000,41,236,6,1,4,5500,90.0,2015
111510,20,284,6,1,4,5500,60.0,2015
89999,53,119,6,1,4,5500,69.0,2015
77657,11,147,6,1,4,5500,69.0,2015
52000,54,671,6,1,4,5555,60.0,2015
72000,47,348,6,1,4,5555,69.0,2015
109000,20,284,6,1,4,5780,60.0,2015
115000,48,283,6,1,4,5890,69.0,2015
49400,48,201,6,1,4,5890,60.0,2015
109000,54,671,6,1,4,5899,75.0,2015
50000,46,602,6,1,4,5980,71.0,2015
106000,11,131,1,1,4,5985,75.0,2015
62814,41,236,6,1,4,5999,69.0,2015
74000,47,408,6,1,4,5999,60.0,2015
47000,22,662,6,1,4,6200,67.0,2015
80000,46,602,6,1,4,6200,71.0,2015
37000,23,472,6,0,4,20950,211.0,2016
12000,54,450,1,1,4,20988,120.0,2016
110835,4,89,1,0,4,20995,190.0,2016
73003,37,136,6,1,4,21499,156.0,2016
73000,4,86,6,0,4,21500,150.0,2016
103147,4,85,1,0,4,21900,150.0,2016
76925,5,19,6,0,4,22495,184.0,2016
41149,37,80,6,0,4,22750,156.0,2016
101350,4,89,1,0,4,23795,218.0,2016
57390,37,165,6,0,4,23900,156.0,2016
96000,4,88,1,0,4,23945,190.0,2016
40227,37,137,6,0,4,23999,184.0,2016
70000,5,632,6,0,4,24950,245.0,2016
47000,37,259,1,0,4,24950,170.0,2016
41497,4,89,1,0,4,25995,218.0,2016
66398,4,88,6,0,4,26445,252.0,2016
37038,37,139,6,0,4,26900,211.0,2016
55800,37,137,6,0,4,27290,184.0,2016
98700,4,86,1,0,4,27605,272.0,2016
28900,37,136,6,0,4,28900,156.0,2016
209800,54,580,1,1,4,18999,150.0,2017
50922,4,471,1,1,4,19350,184.0,2017
66258,37,137,1,0,4,19450,136.0,2017
85000,37,138,1,0,4,19450,170.0,2017
95777,37,138,1,0,4,19900,170.0,2017
63055,54,580,6,1,4,19930,150.0,2017
145000,47,98,1,0,4,19950,184.0,2017
27142,54,580,6,1,4,19990,150.0,2017
26301,54,580,6,1,4,19990,125.0,2017
90620,4,86,1,0,4,19999,190.0,2017
45262,11,328,1,0,4,19999,150.0,2017
36220,37,136,6,1,4,19999,156.0,2017
62743,54,585,1,0,4,20444,150.0,2017
120400,5,32,1,0,4,20900,190.0,2017
117155,54,580,1,0,4,21222,150.0,2017
63232,48,555,1,0,4,21450,150.0,2017
55000,11,365,1,1,4,21499,150.0,2017
40893,4,86,6,0,4,21550,150.0,2017
87106,54,320,1,1,4,21880,184.0,2017
18480,54,320,1,0,4,21900,150.0,2017
48027,54,450,6,1,4,19950,150.0,2018
40000,41,352,1,0,4,19980,170.0,2018
13726,5,5,6,1,4,19995,184.0,2018
86079,55,613,1,0,4,20400,224.0,2018
51300,37,122,6,0,4,20450,156.0,2018
139844,4,89,1,0,4,20495,190.0,2018
122899,37,138,1,0,4,20500,170.0,2018
112778,48,431,6,0,4,20777,230.0,2018
124697,54,580,6,0,4,20790,179.0,2018
46438,48,431,6,0,4,20888,150.0,2018
120000,22,601,1,0,4,20980,185.0,2018
155500,4,89,1,0,4,20980,190.0,2018
142499,4,85,1,0,4,20995,184.0,2018
25000,54,559,1,1,4,21333,116.0,2018
87337,54,425,6,1,4,21450,105.0,2018
87337,54,130,6,1,4,21450,105.0,2018
81887,37,297,1,0,4,21500,136.0,2018
75966,20,380,6,0,4,21900,175.0,2018
157357,54,580,1,0,4,21930,239.0,2018
23868,54,320,6,0,4,21990,150.0,2018
115124,20,592,1,1,4,17900,131.0,2019
12415,54,326,6,1,4,18490,116.0,2019
17727,41,340,6,1,4,18800,131.0,2019
17543,41,340,6,1,4,18800,131.0,2019
31415,41,340,6,1,4,18800,131.0,2019
13756,41,340,6,1,4,18800,131.0,2019
10844,41,340,6,1,4,18800,131.0,2019
19414,41,340,6,1,4,18800,131.0,2019
37000,39,270,6,0,4,18950,163.0,2019
75254,41,653,1,0,4,18990,170.0,2019
19676,54,325,6,1,4,19190,131.0,2019
67248,48,431,1,0,4,19450,150.0,2019
19151,46,405,6,1,4,19470,159.0,2019
15619,41,340,6,1,4,19490,131.0,2019
16242,54,326,6,0,4,19650,116.0,2019
2124,47,107,6,0,4,19690,116.0,2019
33251,5,4,6,0,4,19899,140.0,2019
59148,48,431,1,0,4,19900,150.0,2019
60000,20,380,6,0,4,19950,175.0,2019
102043,37,137,1,0,4,19950,160.0,2019
690,15,257,6,1,0,21080,150.0,2020
4899,48,369,6,1,0,21450,116.0,2020
10169,54,320,6,1,4,21490,116.0,2020
2394,54,320,6,1,1,22450,131.0,2020
8210,54,320,6,1,1,22850,131.0,2020
4836,54,320,6,1,1,22900,131.0,2020
6500,48,373,6,0,4,22950,150.0,2020
3931,54,320,6,1,1,22950,150.0,2020
3032,54,320,6,1,1,23111,150.0,2020
21546,48,373,6,1,4,23450,150.0,2020
10297,54,320,6,1,1,23480,150.0,2020
4200,46,188,6,0,0,23490,131.0,2020
2996,20,466,6,1,4,23500,155.0,2020
7000,54,320,6,1,4,23777,131.0,2020
10,40,478,6,0,3,23900,158.0,2020
10,46,188,6,1,3,23990,131.0,2020
21701,5,630,6,1,4,24445,140.0,2020
5500,48,369,6,0,0,24480,116.0,2020
6000,54,559,6,1,0,24666,150.0,2020
5638,54,320,6,1,1,24750,131.0,2020
154703,20,327,1,0,4,5400,163.0,2011
29484,41,236,6,1,4,5440,69.0,2011
175333,41,406,1,1,4,5450,131.0,2011
129000,28,619,1,1,4,5480,128.0,2011
79600,20,284,6,1,4,5490,82.0,2011
94600,48,283,6,1,4,5490,105.0,2011
201000,5,31,1,0,4,5490,143.0,2011
95300,47,348,6,1,4,5500,105.0,2011
156000,54,320,6,1,4,5500,86.0,2011
125000,41,110,6,1,4,5500,120.0,2011
98946,47,348,6,1,4,5600,105.0,2011
82948,46,628,6,1,4,5650,101.0,2011
124000,41,406,1,1,4,5650,131.0,2011
80000,41,236,6,1,4,5690,101.0,2011
119900,22,665,6,1,4,5750,109.0,2011
126000,54,320,1,1,4,5850,105.0,2011
100000,41,352,1,1,4,5870,110.0,2011
196000,20,145,1,0,4,5890,163.0,2011
125000,54,320,6,1,4,5900,80.0,2011
115282,46,405,6,1,4,6490,116.0,2012
125000,54,320,6,1,4,6490,105.0,2012
61000,2,500,6,1,4,6490,105.0,2012
184000,4,85,6,1,4,6490,125.0,2012
157000,20,286,1,0,4,6500,116.0,2012
174654,47,388,1,1,4,6500,105.0,2012
200000,48,649,6,1,4,6500,122.0,2012
207000,55,613,1,1,4,6552,114.0,2012
69120,48,503,6,1,4,6590,86.0,2012
163444,48,431,1,1,4,6700,105.0,2012
102000,20,284,6,1,4,6789,101.0,2012
110950,48,503,6,1,4,6800,86.0,2012
93500,54,454,6,1,4,6800,69.0,2012
121000,54,454,1,1,4,6900,90.0,2012
30000,48,283,6,1,4,6900,86.0,2012
95964,28,546,6,1,4,6950,126.0,2012
104000,41,110,6,1,4,6980,140.0,2012
75500,43,15,6,1,4,6990,95.0,2012
69000,20,125,6,1,4,7495,101.0,2013
74898,47,388,6,1,4,7499,105.0,2013
94000,40,363,6,1,4,7499,94.0,2013
140000,5,3,1,1,4,7500,116.0,2013
61500,20,286,6,1,4,7599,101.0,2013
67200,22,665,6,1,4,7599,99.0,2013
150000,22,665,1,1,4,7600,90.0,2013
94000,5,2,6,1,4,7650,102.0,2013
104000,41,110,6,1,4,7650,140.0,2013
84750,54,454,6,1,4,7700,90.0,2013
218690,54,450,6,0,4,7777,160.0,2013
197000,5,3,6,1,4,7799,136.0,2013
75990,41,96,6,1,4,7800,101.0,2013
108000,20,125,6,1,4,7890,125.0,2013
27350,43,0,6,0,4,7890,68.0,2013
31000,57,661,6,0,4,7900,71.0,2013
97390,54,454,6,1,4,7900,90.0,2013
58500,22,665,6,1,4,7480,99.0,2014
26500,57,660,6,1,4,7490,71.0,2014
74000,15,535,1,1,4,7500,90.0,2014
124669,11,156,1,1,4,7500,116.0,2014
38500,2,500,6,1,4,7500,77.0,2014
22600,11,149,6,1,4,7680,82.0,2014
145982,46,370,1,1,4,7790,90.0,2014
36362,54,671,6,1,4,7800,75.0,2014
120440,46,538,1,1,4,7880,110.0,2014
48300,47,348,6,1,4,7880,105.0,2014
179999,53,112,6,1,4,7900,132.0,2014
113000,41,110,6,1,4,7900,140.0,2014
50000,19,51,6,1,4,7900,69.0,2014
186700,41,352,1,0,4,7980,163.0,2014
134300,34,437,1,1,4,7980,90.0,2014
78819,41,110,6,1,4,7990,116.0,2015
135000,43,279,1,1,4,7990,128.0,2015
58700,22,662,6,0,4,7990,87.0,2015
79999,57,660,6,1,4,7999,71.0,2015
29000,43,15,6,1,4,8100,82.0,2015
139624,47,388,1,0,4,8150,110.0,2015
34000,19,49,6,1,4,8200,69.0,2015
50000,15,257,6,1,4,8200,114.0,2015
75000,11,155,1,1,4,8280,99.0,2015
139924,20,286,6,1,4,8290,150.0,2015
89000,41,236,6,1,4,8300,101.0,2015
76000,41,110,1,1,4,8300,165.0,2015
41000,36,11,6,1,4,8399,75.0,2015
57800,54,454,1,1,4,8400,75.0,2015
16286,54,671,6,1,4,8400,75.0,2015
33600,57,660,6,1,4,8400,71.0,2015
58663,20,284,6,1,4,8480,99.0,2015
74000,46,405,1,1,4,8480,110.0,2015
54500,46,204,1,1,4,7750,75.0,2016
100000,46,405,1,1,4,7750,110.0,2016
31755,39,547,6,1,4,7780,80.0,2016
198200,41,655,1,1,4,7780,170.0,2016
74000,51,128,6,1,4,7799,90.0,2016
67000,19,51,6,1,4,7950,69.0,2016
74600,22,669,6,1,4,7950,90.0,2016
18335,20,284,6,1,4,7980,60.0,2016
149800,41,110,1,0,4,7980,136.0,2016
163700,41,110,1,1,4,7980,160.0,2016
63116,41,236,6,1,4,7990,90.0,2016
47280,41,236,6,1,4,7990,90.0,2016
60000,41,236,6,1,4,7990,69.0,2016
70160,22,663,6,1,4,7990,75.0,2016
27000,19,49,6,1,4,7990,69.0,2016
35510,41,372,6,1,4,7990,75.0,2016
32000,43,1,6,1,4,7990,68.0,2016
19000,53,119,6,1,4,7990,69.0,2016
35399,22,662,6,1,4,7990,87.0,2016
187000,41,655,1,0,4,8000,131.0,2016
80290,4,86,1,0,4,21445,150.0,2017
46327,54,585,6,0,4,21480,150.0,2017
61200,4,85,6,0,4,21500,150.0,2017
21300,4,470,6,0,4,21700,150.0,2017
48500,54,320,6,1,4,21890,230.0,2017
179700,54,580,1,0,4,21890,190.0,2017
24000,47,111,6,0,4,22450,150.0,2017
83450,54,585,1,0,4,22480,150.0,2017
91475,20,592,1,1,4,22580,170.0,2017
77200,4,89,1,0,4,22700,190.0,2017
85990,4,85,1,0,4,22895,184.0,2017
112590,4,86,1,0,4,23385,190.0,2017
57200,4,470,1,0,4,23700,150.0,2017
103701,4,89,6,0,4,23880,252.0,2017
52300,4,85,1,1,4,23890,150.0,2017
66400,47,98,6,1,4,24460,150.0,2017
46657,4,85,6,1,4,25880,150.0,2017
27300,34,222,6,0,4,25900,192.0,2017
53200,4,471,6,0,4,25900,150.0,2017
108000,20,589,1,1,4,25990,170.0,2017
41010,20,415,4,0,4,20480,140.0,2018
