mileage,make,model,fuel,gear,offerType,price,hp,year
43700,37,200,1,1,4,11600,110.0,2016
38423,20,286,6,0,4,11600,125.0,2016
20000,40,407,6,1,4,9490,80.0,2017
168580,47,388,1,1,4,9499,116.0,2017
39800,48,283,6,1,4,9500,75.0,2017
42000,15,535,6,1,4,9500,90.0,2017
172783,54,320,1,1,4,9500,110.0,2017
29830,20,284,6,1,4,9500,60.0,2017
60344,40,407,6,1,4,9590,90.0,2017
37885,41,236,6,1,4,9590,90.0,2017
81218,48,283,6,1,4,9690,95.0,2017
33700,20,284,6,1,4,9790,92.0,2017
42600,46,602,6,1,4,9790,109.0,2017
28651,54,454,6,1,4,9790,60.0,2017
54000,41,110,1,1,4,9800,110.0,2017
111000,41,96,6,1,4,9800,150.0,2017
43700,11,149,6,1,4,9890,82.0,2017
25500,54,454,6,1,4,9900,65.0,2017
141392,37,200,1,1,4,9900,110.0,2017
157654,48,431,1,0,4,9917,150.0,2017
27263,41,236,6,1,4,9950,69.0,2017
162842,37,200,1,1,4,9950,110.0,2017
192256,5,18,1,0,4,12599,150.0,2018
13756,57,661,6,0,4,12600,90.0,2018
12339,20,284,6,1,4,12600,86.0,2018
95100,54,320,1,1,4,12650,116.0,2018
88350,54,320,1,1,4,12650,116.0,2018
31100,19,51,6,1,4,12750,105.0,2018
172549,47,388,1,0,4,12777,150.0,2018
83000,22,665,1,1,4,12790,110.0,2018
48500,46,188,1,1,4,12850,90.0,2018
6296,34,433,6,1,4,12850,75.0,2018
86900,43,29,1,1,4,12850,131.0,2018
80000,54,326,1,0,4,12870,116.0,2018
66500,54,671,6,1,4,12890,116.0,2018
40300,47,388,6,1,4,12900,110.0,2018
73800,34,209,6,1,4,12900,106.0,2018
28219,28,452,6,1,4,12900,101.0,2018
20800,54,454,6,1,4,12930,65.0,2018
66000,20,286,6,1,4,12950,101.0,2018
22700,15,257,6,1,4,12950,125.0,2018
59800,54,320,1,1,4,12950,116.0,2018
30100,28,194,6,1,4,12990,99.0,2019
24000,20,284,6,1,4,12990,71.0,2019
3918,41,236,6,1,4,12992,90.0,2019
24677,20,284,6,1,4,12995,86.0,2019
21010,20,284,6,1,4,12995,86.0,2019
10356,20,284,6,1,4,12996,86.0,2019
9950,41,96,6,1,4,13097,87.0,2019
8378,41,96,6,1,4,13097,87.0,2019
9216,41,96,6,1,4,13097,87.0,2019
9359,41,96,6,1,4,13097,87.0,2019
12725,41,110,6,1,4,13180,105.0,2019
20000,20,284,6,1,4,13190,101.0,2019
8488,41,96,6,1,4,13197,87.0,2019
8913,41,96,6,1,4,13197,87.0,2019
7278,41,96,6,1,4,13197,87.0,2019
5749,41,96,6,1,4,13197,87.0,2019
14550,47,348,6,1,4,13250,95.0,2019
30440,47,348,1,1,4,13275,80.0,2019
10000,20,284,6,1,4,13290,86.0,2019
0,20,380,6,1,3,27900,150.0,2020
49,27,208,6,0,3,28490,150.0,2020
49,27,208,6,0,3,29290,150.0,2020
4000,47,388,6,0,0,30590,150.0,2020
4600,27,493,4,0,4,32990,241.0,2020
990,47,388,4,0,0,33900,204.0,2020
3454,46,370,1,1,4,4676,80.0,2020
10,53,119,6,1,3,9890,72.0,2020
1694,39,547,6,1,4,9950,71.0,2020
3554,46,602,6,1,0,10490,73.0,2020
1,19,445,6,1,3,10640,69.0,2020
7962,54,671,6,1,4,10973,60.0,2020
15,28,452,6,1,3,11170,67.0,2020
1250,46,204,9,1,3,16990,91.0,2021
50,20,284,6,1,3,16990,95.0,2021
100,51,349,6,1,0,16998,83.0,2021
50,41,236,6,1,1,17190,101.0,2021
50,48,283,6,0,3,17275,95.0,2021
3000,36,11,6,1,0,17300,90.0,2021
20,51,557,6,0,3,17350,83.0,2021
5,41,236,6,1,1,17390,101.0,2021
50,41,236,6,1,3,17390,101.0,2021
3000,22,663,4,1,0,17390,101.0,2021
8,41,236,6,1,3,17480,101.0,2021
8,41,236,6,0,3,17480,101.0,2021
1200,46,204,6,1,0,17480,91.0,2021
10,22,663,6,1,3,17490,101.0,2021
50,11,149,6,1,4,17490,82.0,2021
60,20,284,6,1,1,17499,95.0,2021
50,20,284,6,1,3,17500,95.0,2021
135500,5,32,1,1,4,7999,184.0,2011
200000,54,543,1,0,4,7999,140.0,2011
204000,4,89,1,0,4,8000,190.0,2011
180000,46,591,1,1,4,8000,114.0,2011
92328,5,4,6,1,4,8000,143.0,2011
149000,20,592,1,1,4,8100,140.0,2011
67000,41,352,6,1,4,8150,140.0,2011
122958,54,324,1,0,4,8200,105.0,2011
180000,37,552,1,1,4,8200,163.0,2011
70500,2,499,6,1,4,8299,170.0,2011
81568,37,121,1,0,4,8333,109.0,2011
45021,54,454,6,1,4,8375,60.0,2011
170150,20,380,1,1,4,8400,140.0,2011
182000,5,34,1,0,4,8400,204.0,2011
102000,30,252,6,0,4,8450,200.0,2011
70150,40,363,6,1,4,8450,117.0,2011
129800,41,110,6,1,4,8490,116.0,2011
120199,34,225,6,1,4,8490,184.0,2011
206958,5,32,1,0,4,8990,184.0,2012
144263,4,85,6,1,4,8990,125.0,2012
86440,40,478,6,1,4,8990,141.0,2012
74462,41,110,6,1,4,8990,140.0,2012
40900,53,621,6,0,4,8990,99.0,2012
89989,41,110,6,1,4,8990,101.0,2012
201299,48,555,1,0,4,8999,170.0,2012
163500,50,387,1,1,4,8999,150.0,2012
72883,20,145,6,1,4,8999,150.0,2012
151976,21,176,1,1,4,8999,150.0,2012
149999,54,585,6,0,4,8999,140.0,2012
142000,55,610,1,1,4,9000,114.0,2012
100500,43,29,1,0,4,9000,111.0,2012
194425,54,580,1,1,4,9003,170.0,2012
83016,54,320,6,1,4,9160,105.0,2012
45850,40,478,6,0,4,9190,141.0,2012
111000,11,364,1,1,4,9249,131.0,2012
75000,4,84,6,1,4,9250,122.0,2012
41000,34,218,1,0,4,9900,111.0,2013
54700,54,320,6,1,4,9900,122.0,2013
80000,54,320,6,1,4,9900,86.0,2013
167000,54,130,1,0,4,9900,140.0,2013
134300,54,320,1,1,4,9900,105.0,2013
134900,54,320,1,1,4,9900,105.0,2013
127275,5,3,1,1,4,9900,116.0,2013
72200,41,110,6,1,4,9950,120.0,2013
200000,37,137,1,1,4,9950,136.0,2013
94362,21,203,6,1,4,9950,141.0,2013
62000,54,321,6,1,4,9950,105.0,2013
163000,20,380,1,1,4,9950,140.0,2013
126000,53,620,6,1,4,9980,147.0,2013
153895,54,580,6,1,4,9980,122.0,2013
110000,22,665,1,1,4,9980,110.0,2013
116968,37,121,6,1,4,9990,122.0,2013
105500,41,412,1,1,4,9990,131.0,2013
145336,37,136,1,1,4,9999,120.0,2014
65500,20,286,6,1,4,9999,150.0,2014
86985,54,320,0,1,4,9999,110.0,2014
75000,53,621,6,0,4,9999,99.0,2014
114498,11,329,6,1,4,9999,120.0,2014
18100,41,96,6,1,4,9999,69.0,2014
93000,22,670,6,1,4,10000,135.0,2014
77000,34,433,6,1,4,10000,102.0,2014
98684,48,649,1,1,4,10100,140.0,2014
149870,48,431,1,0,4,10199,150.0,2014
59000,15,257,6,1,4,10299,105.0,2014
66000,54,580,6,1,4,10300,122.0,2014
103000,54,130,6,1,4,10399,105.0,2014
150000,54,320,6,1,4,10399,105.0,2014
153854,54,450,1,0,4,10480,140.0,2014
92000,4,84,6,0,4,10480,122.0,2014
45670,54,183,1,1,4,10490,102.0,2014
117000,5,3,6,0,4,10499,136.0,2014
127800,54,162,1,0,4,10500,177.0,2014
90000,34,212,6,1,4,10500,122.0,2014
114071,41,653,6,1,4,9700,140.0,2015
51548,20,125,6,1,4,9700,101.0,2015
79950,20,286,6,1,4,9750,125.0,2015
87141,48,283,6,1,4,9780,110.0,2015
33000,41,96,6,1,4,9790,90.0,2015
88000,47,388,6,1,4,9850,125.0,2015
116000,54,320,1,1,4,9870,110.0,2015
48500,48,503,6,1,4,9885,86.0,2015
74000,20,286,1,0,4,9890,120.0,2015
85000,20,286,1,0,4,9890,120.0,2015
115000,20,286,1,0,4,9890,120.0,2015
67000,20,272,6,1,4,9890,125.0,2015
59950,20,272,6,1,4,9890,125.0,2015
119730,53,464,1,1,4,9900,128.0,2015
219000,54,183,1,1,4,9900,102.0,2015
103000,54,325,1,0,4,9900,110.0,2015
203000,54,450,1,1,4,9950,150.0,2015
51000,11,247,6,1,4,9950,110.0,2015
105786,43,29,1,1,4,9950,150.0,2015
55134,46,602,6,1,4,8888,69.0,2016
37200,57,661,6,0,4,8900,71.0,2016
80000,20,284,6,1,4,8900,101.0,2016
17902,19,581,1,1,4,8900,120.0,2016
169000,54,320,1,1,4,8950,110.0,2016
62650,22,665,6,1,4,8960,101.0,2016
35650,20,284,6,1,4,8975,60.0,2016
10493,20,284,6,1,4,8975,60.0,2016
22013,54,671,6,1,4,8980,60.0,2016
46396,47,348,6,1,4,8980,75.0,2016
98306,48,283,6,1,4,8980,90.0,2016
87897,20,286,1,1,4,8990,120.0,2016
59990,20,125,6,1,4,8990,101.0,2016
90000,11,131,1,1,4,8990,99.0,2016
8939,20,284,6,1,4,8990,60.0,2016
39307,46,204,6,1,4,8990,73.0,2016
91876,46,204,6,1,4,8990,118.0,2016
81400,41,110,1,1,4,8990,95.0,2016
147190,54,320,6,1,4,8990,110.0,2016
53476,54,671,6,1,4,8790,60.0,2017
81600,11,155,1,1,4,8790,99.0,2017
139300,41,110,1,1,4,8799,110.0,2017
230957,20,415,1,1,4,8800,120.0,2017
18212,41,96,6,1,4,8800,69.0,2017
125100,48,283,6,1,4,8800,110.0,2017
36600,11,149,6,1,4,8800,68.0,2017
93355,19,253,1,1,4,8806,95.0,2017
50370,41,236,6,1,4,8830,90.0,2017
28756,20,284,6,1,4,8850,60.0,2017
29570,43,15,6,1,4,8885,68.0,2017
38108,11,147,6,1,4,8885,69.0,2017
12041,43,15,6,1,4,8885,68.0,2017
78951,41,236,6,1,4,8898,90.0,2017
68583,41,96,6,0,4,8900,87.0,2017
86000,54,560,6,1,4,8900,75.0,2017
159000,37,121,1,0,4,8900,109.0,2017
141000,40,465,1,1,4,8900,110.0,2017
155000,41,110,1,0,4,8900,136.0,2017
26050,54,671,6,1,4,8187,60.0,2018
26000,53,119,6,1,4,8190,69.0,2018
6200,57,660,6,1,4,8200,71.0,2018
31330,54,671,6,1,4,8330,60.0,2018
26456,41,236,6,1,4,8380,69.0,2018
54990,41,372,6,1,4,8390,73.0,2018
25000,22,662,6,1,4,8400,67.0,2018
300,39,547,6,1,4,8400,71.0,2018
51782,54,671,6,1,4,8430,60.0,2018
62493,11,149,6,1,4,8450,68.0,2018
58553,11,149,6,1,4,8450,68.0,2018
32917,28,452,6,1,4,8450,67.0,2018
17788,20,284,6,1,4,8470,71.0,2018
52490,57,661,6,1,4,8490,71.0,2018
127550,20,286,1,1,4,8490,95.0,2018
31650,20,366,6,1,4,8490,69.0,2018
35000,22,662,6,1,4,8650,67.0,2018
31300,11,147,6,1,4,8785,69.0,2018
9981,54,671,6,1,4,8790,60.0,2018
2500,46,591,1,1,4,26999,120.0,2020
2001,22,601,6,0,4,27990,177.0,2020
5000,48,373,6,0,0,28990,150.0,2020
10,49,399,1,1,4,29288,181.0,2020
5761,22,665,6,1,4,29900,275.0,2020
7646,4,85,6,0,4,29980,150.0,2020
15,19,576,1,1,3,31990,145.0,2020
22956,4,85,6,0,4,32880,190.0,2020
15,54,320,1,0,3,32990,150.0,2020
15340,4,86,6,0,4,33480,150.0,2020
23527,4,86,6,0,4,33680,150.0,2020
21579,4,86,6,0,4,33750,150.0,2020
26716,4,86,1,0,4,33980,163.0,2020
20,20,315,1,0,3,33990,150.0,2020
25237,4,86,1,0,4,34580,163.0,2020
19045,4,86,1,0,4,34950,163.0,2020
6000,53,483,4,0,0,34980,218.0,2020
3537,4,470,6,0,0,36680,150.0,2020
10287,22,536,1,0,4,36800,200.0,2020
4697,4,471,6,0,1,36980,150.0,2020
15,28,452,6,0,3,13990,67.0,2021
10,48,283,6,1,3,14134,95.0,2021
100,46,602,6,1,3,14160,65.0,2021
10,46,602,6,1,3,14190,65.0,2021
100,19,49,6,1,3,14199,71.0,2021
10,48,283,6,1,3,14250,60.0,2021
10,22,663,6,1,1,14290,84.0,2021
500,22,662,6,0,0,14370,67.0,2021
1,22,662,6,0,3,14370,67.0,2021
12,22,663,6,1,3,14390,84.0,2021
15,28,452,6,0,3,14390,67.0,2021
10,41,240,6,1,3,14397,83.0,2021
100,46,204,6,1,3,14480,90.0,2021
12,19,49,6,1,4,14480,71.0,2021
366,19,49,4,1,0,14485,69.0,2021
10,41,236,6,1,3,14488,101.0,2021
10,46,602,6,1,3,14490,65.0,2021
179000,5,4,1,0,4,10500,143.0,2011
110000,54,450,1,0,4,10500,140.0,2011
98000,5,630,6,0,4,10699,150.0,2011
141000,54,543,1,1,4,10749,140.0,2011
96349,32,178,4,0,4,10750,136.0,2011
129000,4,85,1,1,4,10770,140.0,2011
174000,4,88,6,1,4,10840,211.0,2011
118600,5,5,1,1,4,10980,177.0,2011
88650,5,31,6,1,4,10980,143.0,2011
124800,5,32,1,0,4,10980,184.0,2011
64800,37,122,6,0,4,10990,136.0,2011
83373,4,84,6,1,4,10990,86.0,2011
53000,5,3,6,1,4,10990,122.0,2011
95957,54,580,6,1,4,10999,160.0,2011
164900,54,320,6,1,4,10999,211.0,2011
93000,20,415,6,0,4,11000,239.0,2011
159200,5,34,1,0,4,11000,204.0,2011
69800,37,137,6,1,4,12890,184.0,2012
130000,5,57,1,1,4,12900,184.0,2012
191000,5,32,1,0,4,12950,163.0,2012
72841,37,137,6,1,4,12970,184.0,2012
184700,4,86,1,0,4,12980,245.0,2012
207700,54,566,1,1,4,12980,179.0,2012
94000,4,471,6,1,4,12980,170.0,2012
99000,4,86,6,0,4,12990,170.0,2012
173000,5,632,1,1,4,12990,184.0,2012
105000,5,630,1,0,4,12990,143.0,2012
123000,53,483,1,0,4,12990,150.0,2012
28290,54,454,9,0,4,12990,90.0,2012
140000,54,543,6,0,4,12990,150.0,2012
123000,5,4,1,1,4,12999,143.0,2012
89568,34,212,6,1,4,12999,184.0,2012
92500,22,666,1,0,4,13000,136.0,2012
131000,4,86,6,1,4,13000,211.0,2012
100000,37,122,1,0,4,13099,136.0,2012
57000,54,275,6,0,4,13100,200.0,2012
98103,54,585,6,1,4,13200,140.0,2012
122000,43,55,1,0,4,12900,204.0,2013
124500,4,86,1,1,4,12950,177.0,2013
136000,37,138,1,0,4,12950,170.0,2013
113870,5,32,1,1,4,12970,184.0,2013
81400,4,86,1,1,4,12980,143.0,2013
219000,4,87,1,1,4,12990,177.0,2013
65050,53,112,4,0,4,12990,136.0,2013
207700,5,57,1,0,4,12990,184.0,2013
84500,53,620,6,1,4,12990,147.0,2013
59879,54,580,6,1,4,12999,122.0,2013
180000,4,89,6,1,4,12999,179.0,2013
173300,4,87,1,1,4,13000,150.0,2013
129000,54,580,6,1,4,13000,160.0,2013
101900,5,30,6,1,4,13099,136.0,2013
81800,5,3,6,1,4,13100,136.0,2013
192000,4,89,1,0,4,13199,177.0,2013
59800,53,112,4,0,4,13290,136.0,2013
96020,54,321,1,1,4,13300,140.0,2013
97600,36,401,6,1,4,13393,126.0,2013
85978,36,181,1,1,4,13449,150.0,2013
81500,20,380,1,1,4,12950,140.0,2014
50300,40,478,6,0,4,12980,116.0,2014
91691,37,79,6,1,4,12990,122.0,2014
146000,28,551,1,0,4,12990,184.0,2014
104898,4,85,6,1,4,12990,110.0,2014
108000,37,136,6,1,4,12990,156.0,2014
110000,5,31,1,1,4,12990,143.0,2014
89789,54,320,1,1,4,12999,110.0,2014
78500,28,463,6,1,4,12999,204.0,2014
178440,4,89,1,1,4,12999,177.0,2014
78000,54,325,6,0,4,13200,150.0,2014
78555,54,325,6,0,4,13333,150.0,2014
43000,41,655,6,1,4,13350,140.0,2014
90000,4,85,6,0,4,13500,150.0,2014
139300,4,86,1,1,4,13500,150.0,2014
89000,20,380,6,1,4,13550,150.0,2014
104000,20,514,1,0,4,13599,200.0,2014
99000,36,69,1,0,4,14000,175.0,2015
51000,36,48,6,1,4,14000,150.0,2015
101939,2,499,6,1,4,14200,170.0,2015
23500,54,130,6,1,4,14250,105.0,2015
109000,48,431,6,1,4,14250,179.0,2015
41153,53,112,4,0,4,14250,136.0,2015
42000,4,85,6,1,4,14300,125.0,2015
63210,54,183,1,1,4,14350,102.0,2015
53690,47,388,6,1,4,14380,150.0,2015
82300,47,388,6,1,4,14400,150.0,2015
53000,5,3,6,1,4,14450,109.0,2015
148911,5,19,1,0,4,14470,190.0,2015
93233,54,450,1,1,4,14490,150.0,2015
83409,54,325,6,0,4,14490,110.0,2015
167000,54,450,1,1,4,14499,150.0,2015
85900,5,4,1,1,4,14500,150.0,2015
73500,22,665,6,1,4,14500,186.0,2015
42200,5,3,6,1,4,14500,109.0,2015
78000,54,320,6,1,4,14590,150.0,2015
137000,37,137,1,0,4,14599,136.0,2015
47500,43,15,6,0,4,12500,110.0,2016
112600,41,352,1,1,4,12500,170.0,2016
60000,20,286,6,1,4,12550,182.0,2016
60600,41,110,6,1,4,12580,125.0,2016
59900,41,110,6,1,4,12590,125.0,2016
22500,36,11,6,1,4,12600,90.0,2016
55950,54,320,6,1,4,12680,110.0,2016
214100,47,98,1,0,4,12680,150.0,2016
69000,5,3,6,1,4,12700,109.0,2016
118900,5,18,6,1,4,12780,136.0,2016
45000,46,404,1,1,4,12800,163.0,2016
105390,20,415,1,1,4,12840,150.0,2016
38700,20,284,6,1,4,12880,125.0,2016
38000,54,320,6,1,4,12900,110.0,2016
71000,41,412,6,1,4,12900,140.0,2016
212602,48,555,1,0,4,12950,190.0,2016
76600,41,412,1,1,4,12950,136.0,2016
104000,5,16,1,1,4,12950,95.0,2016
31331,54,671,6,1,4,10590,90.0,2017
32623,46,405,6,1,4,10600,101.0,2017
157000,54,320,1,1,4,10649,150.0,2017
130000,20,327,1,0,4,10690,120.0,2017
69000,15,392,1,1,4,10700,90.0,2017
49000,15,257,6,1,4,10700,125.0,2017
25700,41,96,6,1,4,10750,90.0,2017
67800,48,283,1,1,4,10760,90.0,2017
36192,43,12,6,1,4,10770,110.0,2017
142800,41,352,1,0,4,10780,136.0,2017
45000,41,236,1,1,4,10789,75.0,2017
91490,20,284,1,1,4,10790,86.0,2017
4250,43,15,6,1,4,10800,82.0,2017
69000,15,257,6,1,4,10828,125.0,2017
159299,28,189,1,0,4,10870,141.0,2017
114450,41,110,1,1,4,10890,136.0,2017
61719,54,671,6,1,4,10890,90.0,2017
107187,54,454,1,1,4,10890,105.0,2017
149000,54,320,1,1,4,10890,116.0,2017
78706,19,581,6,1,4,10900,120.0,2017
148000,48,431,1,1,4,10900,116.0,2018
47920,41,96,6,1,4,10950,101.0,2018
46599,54,671,0,1,4,10950,68.0,2018
41500,46,602,6,1,4,10980,109.0,2018
110000,54,320,1,1,4,10980,116.0,2018
17800,41,96,6,1,4,10980,87.0,2018
15700,41,110,6,1,4,10980,101.0,2018
117200,41,413,1,1,4,10980,110.0,2018
103250,34,437,1,1,4,10980,95.0,2018
119000,43,12,1,1,4,10990,120.0,2018
39765,57,661,6,0,4,10990,71.0,2018
1500,19,49,6,1,0,10990,69.0,2018
64000,11,150,6,1,4,10999,82.0,2018
21500,57,661,2,0,4,10999,82.0,2018
13990,41,236,6,1,4,10999,101.0,2018
66035,41,96,6,1,4,11050,101.0,2018
6888,41,236,6,0,4,11111,90.0,2018
22000,19,49,6,1,4,11111,86.0,2018
142999,46,405,1,1,4,10890,116.0,2019
48545,57,661,6,0,4,10899,71.0,2019
10122,48,283,6,1,4,10900,60.0,2019
1513,57,660,6,1,4,10970,71.0,2019
13500,22,662,6,0,4,10980,67.0,2019
18456,41,236,6,1,4,10990,90.0,2019
14999,57,660,6,1,4,10999,90.0,2019
16000,20,284,6,1,4,11000,71.0,2019
36000,46,370,1,1,4,11043,110.0,2019
75990,41,110,6,1,4,11111,105.0,2019
12620,41,372,6,1,4,11200,73.0,2019
22501,54,454,6,1,4,11200,65.0,2019
500,19,49,6,1,0,11400,69.0,2019
2970,22,662,6,0,4,11450,87.0,2019
21562,19,445,6,1,4,11480,69.0,2019
15000,47,348,6,1,4,11480,80.0,2019
30,22,662,6,1,4,11480,67.0,2019
29200,41,236,6,1,4,11490,90.0,2019
13756,57,660,6,0,4,11490,71.0,2019
5500,20,415,4,0,4,23990,188.0,2020
10,48,431,6,1,0,24150,150.0,2020
12941,54,558,1,0,4,24240,95.0,2020
13650,54,325,6,0,4,24280,150.0,2020
38600,20,380,1,0,1,24280,179.0,2020
35600,20,380,1,0,1,24280,179.0,2020
25773,54,320,1,0,4,24390,150.0,2020
20832,48,555,6,1,4,24460,150.0,2020
18543,48,555,6,1,4,24470,150.0,2020
4450,54,320,6,0,4,24480,150.0,2020
32000,20,380,1,0,1,24480,179.0,2020
9999,47,107,6,0,0,24480,150.0,2020
50,48,431,0,0,3,24490,131.0,2020
12205,20,466,6,1,0,24490,155.0,2020
14450,20,380,6,0,4,24633,175.0,2020
21950,54,580,1,1,4,24740,150.0,2020
10,47,107,6,0,3,24767,116.0,2020
22790,48,431,6,1,4,24880,150.0,2020
31460,48,373,6,1,0,24900,150.0,2020
1300,53,235,4,0,0,24900,122.0,2020
50,48,283,6,1,4,16200,95.0,2021
50,47,348,6,1,1,16250,95.0,2021
9,15,535,6,1,4,16270,91.0,2021
1100,22,663,6,1,1,16290,101.0,2021
1000,41,236,6,1,4,16290,101.0,2021
50,54,671,6,1,3,16299,65.0,2021
75,47,348,6,1,3,16330,95.0,2021
8,15,535,6,0,3,16370,91.0,2021
9,53,648,6,1,3,16390,125.0,2021
50,22,665,6,1,4,16400,120.0,2021
20,22,663,6,1,3,16440,101.0,2021
129800,5,635,1,0,4,21480,306.0,2011
77829,37,264,6,0,4,23950,387.0,2011
113520,4,92,1,0,4,23990,250.0,2011
149858,37,264,6,0,4,24490,408.0,2011
166000,45,444,6,0,4,24990,299.0,2011
122000,37,396,1,0,4,25500,204.0,2011
118500,54,564,1,1,4,25840,140.0,2011
93000,5,72,6,0,4,28999,408.0,2011
125100,37,552,1,1,4,29999,163.0,2011
99000,54,562,1,1,4,29999,101.0,2011
97000,31,504,1,1,4,31640,122.0,2011
85000,54,562,1,1,4,33980,140.0,2011
39500,37,512,6,0,4,34490,435.0,2011
67436,53,461,4,0,4,12290,99.0,2012
178000,5,630,1,0,4,12300,204.0,2012
101400,21,176,1,1,4,12390,150.0,2012
106895,20,315,1,1,4,12399,140.0,2012
79300,20,380,1,1,4,12490,163.0,2012
76695,54,449,6,0,4,12490,200.0,2012
71735,28,551,6,1,4,12490,163.0,2012
217800,37,625,1,1,4,12500,136.0,2012
218000,37,625,1,1,4,12500,136.0,2012
176000,54,450,1,1,4,12500,140.0,2012
130000,54,585,1,0,4,12599,170.0,2012
105000,5,630,6,1,4,12690,150.0,2012
58100,53,117,6,1,4,12690,147.0,2012
194265,4,89,1,1,0,12780,177.0,2012
64920,54,450,1,1,4,12799,140.0,2012
40484,5,630,6,1,4,12890,150.0,2012
48842,54,447,6,1,4,12899,160.0,2012
197863,5,632,6,0,4,12900,184.0,2012
96000,54,580,1,1,4,12950,140.0,2012
87069,36,69,6,1,4,13940,165.0,2013
199985,20,418,6,0,4,13990,305.0,2013
57400,4,84,6,0,4,13990,122.0,2013
194999,37,625,1,0,4,13990,136.0,2013
117133,37,258,6,1,4,13990,184.0,2013
181698,37,309,1,0,4,13999,170.0,2013
79014,53,483,6,1,4,13999,151.0,2013
70000,55,610,6,1,4,14200,150.0,2013
95896,5,630,1,0,4,14450,143.0,2013
140000,4,86,1,1,4,14490,177.0,2013
138000,4,471,6,1,4,14490,170.0,2013
110000,5,32,6,0,4,14590,170.0,2013
63100,4,86,6,0,4,14699,170.0,2013
123043,22,536,1,0,4,14790,197.0,2013
96565,5,32,6,1,4,14950,184.0,2013
72413,43,485,6,1,4,14990,200.0,2013
178500,55,639,1,1,4,14990,163.0,2013
182371,5,57,1,0,4,14999,184.0,2013
79400,37,80,1,1,4,15400,136.0,2013
81500,54,580,1,1,4,12900,110.0,2014
9500,28,545,6,1,4,12900,192.0,2014
53750,53,620,6,1,4,12950,132.0,2014
124388,5,30,6,1,4,12979,136.0,2014
101800,53,117,1,0,4,12990,150.0,2014
162525,20,592,1,1,4,12990,125.0,2014
94595,54,585,6,1,4,12990,140.0,2014
68000,53,112,6,0,4,12990,132.0,2014
72486,54,447,6,0,4,12990,122.0,2014
28500,40,478,6,0,4,12990,117.0,2014
56789,21,203,6,1,4,12998,141.0,2014
54503,54,320,6,1,4,12998,150.0,2014
75000,54,580,6,0,4,12999,160.0,2014
120000,4,86,1,1,4,12999,150.0,2014
191199,47,98,1,0,4,12999,177.0,2014
93400,41,352,1,1,4,12999,163.0,2014
92000,34,221,6,1,4,13000,192.0,2014
90000,55,610,6,1,4,13099,120.0,2014
73000,37,122,6,1,4,13199,156.0,2014
66325,54,320,6,1,4,12874,125.0,2015
90300,20,145,6,1,4,12900,125.0,2015
44007,46,204,6,0,4,12900,120.0,2015
32407,41,110,6,1,4,12900,170.0,2015
77017,54,325,6,1,4,12900,125.0,2015
129000,53,461,4,0,4,12900,136.0,2015
61576,49,582,1,0,4,12900,116.0,2015
36000,54,325,6,1,4,12940,110.0,2015
33915,22,670,6,1,4,12950,135.0,2015
60000,54,326,9,1,4,12950,110.0,2015
53000,40,465,6,1,4,12980,190.0,2015
87200,54,454,1,0,4,12990,90.0,2015
87000,54,320,6,1,4,12990,125.0,2015
68700,54,450,1,1,4,12990,120.0,2015
52900,5,16,1,1,4,12990,95.0,2015
34250,40,465,6,1,4,12990,190.0,2015
90200,37,200,1,1,4,12990,110.0,2015
117086,47,388,1,0,4,12990,184.0,2015
88230,20,286,6,0,4,12999,150.0,2015
55000,20,380,1,1,4,12999,120.0,2015
60000,43,29,1,1,4,10950,99.0,2016
50447,20,286,6,1,4,10950,101.0,2016
89000,41,110,1,0,4,10950,136.0,2016
33626,46,602,6,0,4,10980,90.0,2016
94576,11,131,1,1,4,10990,120.0,2016
49612,48,283,6,1,4,10990,90.0,2016
158062,48,431,1,1,4,10990,150.0,2016
79826,41,352,1,1,4,10990,136.0,2016
82849,47,388,6,1,4,10990,110.0,2016
52000,22,665,6,1,4,10990,101.0,2016
68729,46,405,1,1,4,10995,110.0,2016
60434,53,112,6,1,4,10999,116.0,2016
41489,43,446,1,1,4,10999,99.0,2016
47920,20,286,6,1,4,11100,125.0,2016
47955,48,492,6,1,4,11180,110.0,2016
62207,20,272,1,1,4,11200,95.0,2016
29530,20,588,6,1,4,11390,101.0,2016
73200,40,363,6,1,4,11390,116.0,2016
39987,20,125,6,1,4,11450,101.0,2016
36000,40,407,6,1,4,9999,90.0,2017
89750,49,582,6,1,4,9999,128.0,2017
32000,11,149,6,1,4,10000,82.0,2017
36150,11,149,6,1,4,10000,82.0,2017
10014,41,236,6,1,4,10180,69.0,2017
81900,41,412,1,1,4,10240,110.0,2017
19194,20,284,6,1,4,10440,86.0,2017
34210,54,454,6,1,4,10450,60.0,2017
126008,43,29,1,1,4,10490,120.0,2017
37552,46,188,6,1,4,10495,90.0,2017
99009,48,431,1,1,4,10499,90.0,2017
76839,20,272,1,1,4,10575,95.0,2017
57450,48,492,6,1,4,10590,90.0,2017
41070,15,257,1,1,4,10600,109.0,2017
50499,15,254,6,1,4,10600,116.0,2017
56359,46,370,1,1,4,10640,75.0,2017
28791,43,12,6,1,4,10650,82.0,2017
42000,15,257,1,1,4,10700,109.0,2017
13680,38,393,1,0,4,10500,8.0,2018
22249,54,454,6,1,4,10570,65.0,2018
69500,20,286,6,1,4,10588,125.0,2018
35180,20,284,6,1,4,10590,101.0,2018
10500,11,149,6,1,4,10640,82.0,2018
24000,41,236,6,1,4,10690,116.0,2018
